user,pid,status,timestamp
3,988,0,108219
5,9188,1,102128
3,8974,1,104262
4,3214,1,104350
5,2017,1,118672
2,5468,0,105366
5,5543,1,118174
1,4185,1,108046
5,4210,0,116354
5,1300,0,101187
3,11400,0,107475
1,365,1,110555
2,8092,0,105943
5,3488,0,114221
5,1435,0,110872
5,7688,1,107055
4,6922,1,112408
4,1020,1,110959
5,11815,0,113880
3,10418,0,115232
1,2078,0,101447
4,1103,0,113952
1,4564,0,104637
1,5740,1,107217
3,7684,0,105018
1,7531,1,101141
1,1304,0,105358
1,7622,0,107167
3,3127,0,107219
4,9826,1,118319
5,7172,1,114279
2,8106,0,117951
3,10816,1,119095
2,3701,0,112893
4,4631,0,105409
5,9559,0,111963
5,323,0,105846
5,2825,1,118357
5,5496,1,112951
3,2234,1,110461
1,935,1,115131
4,8577,1,119656
1,658,0,110836
1,2280,0,100529
1,4723,0,117451
5,10451,0,112260
5,5672,0,103670
4,8860,1,112766
1,10950,1,110272
4,1323,1,117828
2,3809,0,118519
4,4726,1,109607
3,6845,0,108866
5,9957,1,103584
3,4239,1,118557
3,10991,1,113061
3,2981,0,109289
3,1631,0,103716
5,11955,0,111119
1,8319,1,105774
1,7962,1,110543
5,6806,1,115953
1,8782,0,112591
4,30,0,105980
4,1214,0,103805
1,10668,1,113990
1,4324,1,104051
3,1213,0,113017
3,11311,0,105130
2,11204,1,115465
2,7223,1,113408
2,587,1,116557
1,2956,0,106535
1,7406,1,107356
1,9042,0,111257
3,6915,0,105409
2,6820,1,102054
5,9880,1,114351
1,7322,0,106174
1,5277,0,107753
1,406,0,100373
2,8524,1,116760
1,6375,0,103405
2,10674,1,110391
3,5470,1,114720
1,6233,0,119922
2,10108,0,118879
2,1418,0,111943
1,1763,0,106641
3,5919,1,112573
2,9685,0,103494
3,10668,1,115999
5,10132,0,118273
3,2292,0,113776
4,48,1,106233
3,5213,0,108375
2,11218,1,101138
3,10061,0,117048
5,6358,0,114619
5,627,0,111581
3,5463,0,114700
4,11501,0,104398
5,11043,0,118235
4,9097,1,109647
4,11816,1,103768
5,8126,0,106857
4,11586,1,117371
3,3853,0,100456
3,4024,0,100305
4,9819,0,113291
5,10649,0,108162
5,7382,1,118862
3,9222,1,103608
4,3973,1,117969
4,1087,1,115827
2,3719,0,104676
3,5223,1,113779
5,11693,1,101729
4,5735,0,117541
4,1587,1,103607
3,8057,1,104062
2,3945,1,105291
1,44,0,107050
4,6762,1,118876
5,9618,0,117598
5,4239,1,104090
2,2752,1,115993
5,3081,0,117380
5,6811,0,115649
1,8338,0,107105
1,7910,1,112813
1,2086,0,108979
3,6586,0,100097
4,1803,1,119139
1,5973,0,119713
2,630,0,104780
4,6243,1,106564
4,11623,0,111780
4,6955,1,101126
3,3041,1,114605
2,2870,1,105919
2,9816,1,116920
3,11612,0,110793
5,9322,1,102978
2,2206,0,111446
3,3980,1,119515
4,8527,0,114847
4,2718,0,101112
4,7617,0,106315
2,3992,0,118686
1,1115,0,116498
1,2674,1,101887
1,11041,0,103063
2,658,1,113851
2,1704,1,111723
5,11052,0,106629
4,7599,1,112597
3,2214,1,114049
4,3770,1,114752
5,9039,1,117999
5,1429,0,108248
3,8950,1,112349
1,9400,0,104665
1,2263,1,113559
4,1985,0,106978
2,2318,1,102518
1,4378,1,100621
4,5520,0,108970
2,1199,0,108397
1,6412,0,100842
1,10086,0,103704
5,10147,1,115914
2,5101,1,112658
4,753,1,100031
5,2462,0,106259
1,4534,1,117524
1,6943,1,113604
5,11130,0,102880
4,5197,0,106194
3,10179,0,102817
2,11387,0,110268
4,9223,1,106875
2,6325,0,100938
4,2793,0,111439
5,9089,1,114306
5,6494,0,101001
1,5890,1,106341
4,10222,0,118680
2,664,1,117353
5,11114,0,119600
1,11894,1,115519
1,6154,1,117998
5,10285,0,103603
4,3988,0,105970
5,1865,1,110945
4,1804,0,112443
4,9303,0,100832
5,10931,0,104421
3,11127,1,109410
3,4782,0,115814
4,6342,0,107737
4,9194,1,105937
4,8651,1,115347
1,577,0,105982
2,1990,1,112261
2,5443,0,112107
2,2720,1,107606
1,2106,0,103289
2,1656,1,119211
3,5223,1,112091
4,5923,0,108476
5,10853,1,115976
3,8721,0,102772
3,8763,0,110199
1,6897,1,108635
1,1474,0,103111
5,3391,1,106805
5,7031,1,100195
5,2412,1,105808
5,4881,0,109158
1,5625,0,102508
3,5892,1,113017
3,9562,0,111585
3,4377,1,104847
4,10009,0,111965
4,250,1,105147
2,7468,1,118487
4,8767,0,100567
1,1180,0,106665
3,2814,0,107444
3,9555,0,105161
2,6562,0,112306
1,11803,1,117580
2,10634,0,111145
3,624,0,112577
2,11999,1,104699
1,1192,1,117478
4,4799,1,101089
1,3105,1,111537
4,3859,1,102588
5,275,0,107170
1,5847,0,104723
4,2233,1,102635
4,10759,0,110141
4,3168,0,100959
2,6376,1,102567
2,5067,0,113973
2,4908,0,106855
1,1025,0,106832
5,10547,1,114501
3,4394,0,119246
5,9727,0,113503
1,3224,1,108406
4,10248,0,112318
5,878,0,101200
4,11198,0,102687
3,10151,0,116991
1,3395,1,112759
4,10068,1,104983
5,6750,0,104893
5,7778,1,100051
3,10224,1,112949
4,713,0,108410
3,4980,0,104307
5,3630,0,118166
2,6307,0,104603
3,4773,0,104590
3,5914,0,106995
4,3617,1,113356
1,4066,0,103555
5,4855,1,117957
5,11372,0,101415
5,514,0,106153
4,8116,1,119931
5,296,1,112199
1,10555,0,119561
2,10587,0,108361
2,10767,0,118567
3,4815,1,113275
5,11591,0,114894
5,3329,1,119594
5,8016,1,100677
5,1049,1,109148
5,6905,0,106844
4,8026,1,108947
5,6481,1,108277
2,6881,0,111342
2,8553,1,100871
3,8782,1,101856
4,7780,0,108724
3,3967,0,117207
3,7162,1,117437
3,9347,1,109513
1,9340,1,108353
3,6383,1,105782
3,7791,1,101799
3,8700,1,107761
3,9950,1,115065
5,6040,0,102626
4,11698,0,106172
4,7708,1,105535
3,5574,1,105446
4,6006,0,112435
2,10298,1,104369
3,11765,0,101875
5,11344,1,102688
3,10537,1,103262
2,7239,1,100708
1,4637,0,109758
5,404,1,100545
5,5395,1,117130
4,9349,1,115280
3,5051,1,109750
4,575,1,107864
1,4815,1,110152
2,10454,0,108996
5,11758,0,117542
1,8500,0,109206
2,2842,0,114601
1,10093,1,116488
2,7617,1,115885
1,1852,0,102059
3,11053,1,110818
4,6215,1,115929
2,4999,0,113183
5,9883,0,100001
2,4187,1,118648
2,1943,0,108633
3,7025,0,113428
5,1764,0,112266
5,354,0,117560
1,5414,1,116807
2,11935,0,103787
4,3603,1,117617
1,2652,1,114004
3,10899,1,114131
5,11452,0,108006
3,7983,0,110372
5,885,1,116663
2,4433,0,118233
2,6030,0,108473
2,6727,0,116423
5,2800,1,118467
5,1997,1,108922
5,11636,0,103562
2,11816,0,110659
3,6926,1,104032
3,4688,0,104679
4,3243,1,105111
5,7791,1,106379
4,170,0,104475
2,10032,1,103009
5,11156,0,100770
5,9829,1,107511
4,2106,0,102644
1,4834,1,101221
3,9632,1,113042
1,3960,0,111400
3,384,0,113195
1,7435,1,106366
4,10752,1,113691
5,9405,0,110840
4,7706,0,107661
2,6950,1,109918
3,1736,0,109428
5,714,1,112784
2,3446,0,103506
1,10454,1,115085
1,276,1,105328
5,2328,0,102282
3,8244,1,105477
1,4238,1,119233
5,10402,1,106436
2,5877,1,115866
2,9195,0,104906
1,2868,1,109713
2,2115,0,108071
5,8042,0,112054
3,9731,1,102963
1,5085,1,104847
1,6754,0,111291
3,8303,1,119050
2,734,1,104944
2,11089,1,100052
1,6433,0,109078
5,10151,1,119075
4,3816,1,118648
3,8024,1,108724
2,458,0,113265
5,5043,0,100169
5,9214,0,105602
1,6556,0,100617
4,2201,1,100704
4,6809,1,117964
5,7054,1,114272
2,2734,1,111803
3,3411,0,110345
1,11049,1,106274
5,5210,0,104923
3,11742,0,110466
4,10838,1,105592
2,8954,1,117158
3,436,0,109517
3,10378,1,107694
4,6699,0,118355
4,1305,0,116668
1,7112,1,118869
5,4470,1,102360
5,3570,0,110961
1,4575,1,108382
1,5947,1,106654
2,940,0,108975
3,3306,1,105315
2,7756,0,108367
5,9473,1,105473
5,5000,0,115939
2,10345,0,106740
2,8749,0,117253
5,11957,1,105721
4,819,0,113469
4,10668,0,108163
4,9234,1,106362
4,5715,0,105523
3,10168,1,103039
1,4793,0,111820
1,5692,1,114685
5,2943,1,100622
3,8073,0,112339
2,5937,0,117760
3,3455,0,104367
4,11305,1,106667
5,185,1,108542
4,9552,1,110752
5,2151,1,107906
5,10453,0,102573
2,10317,0,100675
3,9483,1,113072
5,10714,1,106414
5,8567,1,113152
5,678,1,116588
4,1538,1,116141
5,1983,0,103016
2,4679,0,106748
4,9426,1,102256
2,4035,1,109068
4,8451,1,107727
4,737,0,102661
1,8499,1,115527
5,4461,0,114148
1,3778,0,118606
5,664,1,106639
5,1116,1,105261
2,9444,0,107143
2,4658,0,104849
2,3153,1,104480
2,9323,1,110613
2,2273,0,114088
1,10121,1,119385
4,2420,1,110459
4,7609,0,117132
1,4905,1,102445
5,3662,0,109066
5,8200,0,108683
4,9009,1,102758
4,10866,0,113625
1,5012,0,104962
5,4178,1,113036
1,11798,1,102650
5,4966,0,103126
3,11529,0,116632
1,3764,0,115901
5,8039,0,103574
1,3,1,102180
5,3026,0,116291
5,10109,1,106635
2,4116,1,117495
1,8113,1,111949
1,6982,1,112819
5,9497,1,101342
3,3148,1,103769
5,11569,1,105793
2,8759,1,111255
3,3950,1,114622
2,10663,0,118361
4,5241,1,115538
5,6011,1,102420
5,7275,1,119830
2,7093,1,101309
1,9543,0,104956
4,5330,1,104469
2,7724,0,116440
2,11787,0,107575
1,10776,1,107916
2,8600,1,101034
5,7527,0,102778
1,1752,0,110560
1,7909,1,114870
5,8578,0,116524
4,8918,1,107817
5,1465,0,101810
2,10298,0,110728
5,5543,1,116477
4,11048,0,105628
2,2627,0,113934
2,8201,1,100331
4,5470,0,111497
2,5947,0,117191
4,2162,1,108312
2,10271,1,100030
1,8304,0,117355
1,3948,0,101290
1,2257,1,118666
2,480,1,105155
5,6228,1,103761
2,11750,1,105459
3,7242,1,109537
1,7031,0,102742
1,10910,1,100173
1,3533,0,106935
1,10212,0,112299
5,11766,1,100282
1,5137,0,114019
4,1104,1,112222
3,10576,1,103841
3,10144,1,110706
3,5690,0,103592
1,11849,1,110262
3,1972,1,114330
2,10665,0,110369
3,6558,1,114074
3,5539,1,102395
1,4663,1,111879
1,7102,0,111656
3,1007,1,113252
1,1122,0,108324
3,8389,1,109493
2,3784,1,110764
1,11888,0,116107
1,7736,0,106334
5,5670,0,106955
3,1445,1,102096
3,6561,0,116906
1,6109,0,115131
5,1654,0,102893
4,5409,0,107898
4,9009,0,117506
5,9825,0,114283
4,10110,1,116440
2,4987,0,113782
5,1631,1,113439
1,1678,1,102821
4,6908,0,113439
1,9563,1,106673
5,10442,0,108583
1,3257,0,103588
4,1814,0,100485
4,9723,0,113272
1,4101,1,101477
2,10758,0,116994
4,3362,0,103156
5,5580,1,119744
5,9436,1,112489
4,6330,0,109006
1,11495,0,114720
2,1926,1,111183
1,6885,1,109703
1,8658,1,117217
5,957,1,111272
4,10078,0,100541
5,2547,1,117828
5,6481,1,116385
5,314,1,100036
3,11120,1,113583
3,1334,0,100616
5,6945,0,100284
4,5738,1,112745
3,6338,0,101463
3,9999,1,106017
5,11333,0,101202
4,8049,0,105611
1,4521,0,119070
3,3396,1,102191
3,10226,1,111858
5,2103,0,112272
2,5209,1,114765
5,10696,0,105529
5,7672,1,102126
3,874,1,112107
5,3363,0,112027
5,1272,0,105724
4,6076,1,107220
3,5697,0,102794
1,8869,1,107510
2,7424,0,108168
4,3395,0,107477
1,8829,1,117839
4,1764,1,103602
3,5375,0,107506
3,9903,1,112482
3,7139,1,109034
2,9256,0,111065
2,3669,1,118327
5,4567,0,103736
4,7924,0,105100
4,1073,1,116907
3,8919,0,102356
2,4689,0,107215
4,4461,1,118298
1,3784,0,101754
5,21,1,116188
2,153,0,110991
3,6366,0,110270
5,1507,0,106715
2,6406,1,103740
1,9777,0,112652
4,3852,1,118558
2,1462,1,101608
3,2385,0,114824
1,8957,0,108321
5,5210,0,110915
3,4021,1,105784
5,8710,0,117485
1,9720,0,107535
5,9387,0,108853
3,2427,1,100751
3,10130,1,103810
4,8357,0,113096
4,10381,1,107787
5,102,0,118228
5,3496,0,106028
1,11991,1,108688
1,4095,1,103580
5,1305,0,119651
1,7854,1,104289
1,8473,1,104576
1,6833,1,113017
2,8968,1,110352
2,10288,0,103738
4,4633,1,118662
5,590,1,106790
3,4884,0,117530
2,5640,1,100997
5,8913,0,101877
2,7665,1,107914
3,8035,1,107152
3,8069,1,109003
4,9575,0,101757
4,55,1,116180
4,1643,0,102306
1,7599,1,109759
5,1909,1,112924
4,4890,0,106338
5,3156,1,104456
5,217,0,118135
4,3982,0,106300
5,6841,1,118907
4,10136,0,101926
5,8623,1,117063
4,11300,0,105287
2,773,1,100956
5,3066,0,106188
2,1930,0,112050
1,7107,0,113971
1,3430,1,105513
4,7594,0,110101
4,5840,0,107865
1,1732,1,107938
5,1758,1,117000
1,11076,0,112617
5,8056,0,101884
4,634,0,110306
1,1910,1,102851
5,1531,1,109679
1,4679,1,118758
3,9378,1,102804
3,6016,0,119499
2,8077,0,112960
1,5915,1,102826
5,1203,0,100188
4,452,1,112911
1,5654,0,105475
2,476,0,118718
5,11708,0,110073
1,4493,1,110892
1,1903,1,117677
4,3719,1,102093
3,7790,0,111714
1,4651,1,118191
2,4374,1,101147
1,9200,0,109625
1,4253,1,115349
3,9960,1,105074
2,6241,0,112857
5,3162,1,116051
2,7966,0,109193
2,10544,0,110526
5,2721,1,103022
1,5435,1,104925
3,7921,1,109572
3,7172,1,110299
1,167,0,107197
3,2830,0,117661
5,4924,1,110810
2,1499,1,112521
2,8229,1,115203
2,5688,0,107071
3,1407,1,113015
4,8279,0,113773
2,1159,0,117256
5,9726,0,111054
2,8508,1,119593
3,3089,0,102952
3,6311,1,116916
5,2434,1,105476
5,8577,1,114470
1,5888,1,103839
5,6738,0,117506
3,7915,1,113699
1,10768,1,107251
5,4455,0,114699
4,10237,1,115609
3,11453,1,100437
1,7947,0,110511
2,5314,1,112793
1,5573,1,101389
3,3011,0,100210
2,7310,0,110940
3,6200,0,111421
5,5010,0,115404
3,5445,0,110543
3,8669,1,110882
1,11802,1,108380
2,6261,1,114486
3,1251,1,113718
2,11641,1,112961
1,2842,0,115455
1,4584,0,116119
4,6581,1,116949
2,4406,0,106142
5,8967,1,118781
5,3787,0,112460
2,8901,1,108064
4,9487,0,106715
2,7518,1,103753
2,9643,0,117832
2,5086,0,111628
3,9674,0,111181
3,9626,1,102076
2,1109,1,105140
1,9500,1,114693
4,3872,0,106002
3,6029,1,102701
1,5838,0,104421
4,8450,1,116933
3,921,1,100367
2,10281,1,118321
3,4700,0,101600
3,10541,1,105868
1,9717,1,110672
3,8511,0,111333
1,7,1,104329
3,3492,1,108756
2,2627,1,119522
2,9823,1,115420
3,9349,1,116994
2,3879,0,105929
4,10677,1,113012
4,11773,0,115316
2,8434,1,110102
3,8327,1,112405
3,3693,0,113389
5,7287,0,103657
5,2281,0,109761
4,5449,0,108960
2,9211,1,119321
4,2039,1,105278
5,1276,0,106487
5,971,1,111462
2,5422,1,116986
4,1087,0,104217
5,3367,1,108826
1,10454,0,107313
4,8688,1,111005
1,10302,1,108738
5,11957,1,112608
1,3506,1,108782
1,1659,0,117777
5,8157,1,103647
1,2635,0,112054
1,4880,1,112778
1,11207,1,113908
3,3101,1,117255
1,2169,1,105228
2,9753,1,102162
1,8263,1,102656
2,6462,0,113006
4,5886,0,106526
2,7225,0,115988
1,5564,1,116188
5,7428,1,113844
2,3139,1,101834
1,8667,0,106536
1,10745,0,114314
4,11098,0,115574
4,6335,1,114896
3,9545,0,119032
4,6669,0,104738
5,2287,0,108852
5,8330,1,118931
3,993,1,101576
2,5717,0,114216
5,8504,0,105236
3,7339,1,102317
1,5578,0,105020
3,4771,0,102229
2,6033,0,112384
4,4697,0,100045
2,8028,0,118301
5,2166,0,103289
2,6370,1,115462
3,1380,0,113232
3,8597,0,119800
2,6262,1,103874
3,10450,1,109294
3,11851,1,108777
4,2069,0,116020
3,9623,1,104980
3,6135,0,119722
4,1300,1,116410
2,5588,0,117801
3,9504,1,109816
5,10553,1,112049
3,9619,1,118295
2,3616,1,115656
5,10949,0,103947
3,360,1,115885
2,9872,1,117275
5,9707,1,117521
4,7469,0,113493
2,1567,0,113526
3,5241,1,115630
2,10207,1,118528
5,3883,1,108772
5,6516,1,116141
3,4212,0,102605
5,8324,0,116580
2,5755,1,118452
2,9469,0,104562
4,9784,0,103105
1,2288,0,111904
3,7672,0,107753
4,10097,1,115287
1,4875,1,119694
2,4033,0,109501
3,7800,1,101270
5,5855,0,117163
4,7750,1,100105
5,11224,1,101805
1,11435,1,115688
1,2881,1,102394
2,8459,1,116524
4,3765,0,111940
4,6392,1,105579
5,11130,1,114490
1,7856,1,109352
3,8257,0,111853
5,6412,1,105424
5,10855,1,113358
5,5285,1,101466
5,4400,0,109775
5,5679,0,115053
2,1534,1,108256
4,8515,0,100652
3,4685,0,109007
2,4457,1,105229
1,3787,0,100060
2,5040,0,110055
3,4270,1,101319
1,8503,0,114425
4,3412,0,106656
3,1612,0,114945
3,624,0,119227
2,8935,1,119436
3,122,1,111202
4,6784,1,110600
3,7860,0,100268
2,2516,0,102739
2,6288,1,115283
2,7226,1,108344
1,4216,1,107078
2,8671,0,111617
3,641,0,105988
4,2870,0,117686
2,4411,0,105334
2,9927,1,117953
1,5199,0,113617
4,5308,1,101175
5,5391,1,114911
5,8295,1,116556
4,9953,1,113277
5,11082,1,118142
5,10117,0,117306
3,5428,0,118440
4,2845,1,101822
1,10554,1,112696
2,2500,0,119131
2,11254,1,112680
2,11674,1,110176
4,9305,1,109030
1,2471,0,113974
5,8973,1,108575
2,2379,0,108688
3,7291,1,101650
1,6759,0,107549
5,11727,0,108989
2,5732,0,114005
3,2974,1,114059
1,119,0,110537
4,8258,0,110339
2,9961,1,114863
4,6368,0,109310
1,10053,1,118538
2,5769,0,107938
4,6359,0,115462
4,11005,1,115222
2,8556,0,105793
2,8109,0,113829
4,8394,0,104952
2,9027,1,103577
5,4500,1,102636
5,7940,0,116567
4,2835,0,118389
1,8573,0,117636
1,5178,1,114177
3,7633,1,108144
2,1964,1,112810
3,5066,0,119517
1,4766,1,107197
5,6189,0,117121
2,1331,0,108976
2,9349,1,104975
2,2339,0,115183
1,2090,0,112466
3,7580,1,101147
3,560,1,110141
3,6312,1,109270
3,1096,0,110439
1,4364,0,112822
4,2560,1,104718
3,1988,1,110331
2,5652,1,100858
2,10830,1,115998
2,3001,0,119078
3,1891,1,113289
5,2613,0,109324
3,7314,1,117377
5,3714,0,119771
1,4080,0,112332
1,9084,0,115082
3,4268,1,118337
1,9207,1,102541
4,8770,1,104703
4,11469,0,104489
1,11357,0,116627
4,7894,0,119677
3,3866,0,104709
4,3416,1,111492
4,1071,0,100457
4,745,0,105419
2,9694,1,112429
5,10070,1,117672
5,7177,1,103420
2,11171,0,108652
2,11593,1,102506
1,4689,1,118324
1,5775,0,107552
4,10178,1,115156
3,3917,0,117527
5,11734,0,113403
4,1191,1,110901
1,4807,1,107934
5,10044,1,110550
4,6667,1,110057
1,10079,1,109502
2,7856,0,101427
1,11659,0,109254
2,988,1,100570
2,11025,1,116366
4,3012,0,116516
2,494,0,115765
4,131,1,105785
1,1939,0,114868
1,5133,1,102111
1,7622,0,104526
4,210,0,104531
3,5339,1,103977
1,7181,0,111255
1,2583,1,117286
5,10573,0,106438
1,2790,0,102112
2,5953,1,107907
1,942,0,116045
1,10191,1,103087
4,7880,0,106603
2,3800,1,110502
1,1950,0,115286
1,3536,1,118372
4,2210,1,104696
3,8060,0,103784
4,1595,0,115323
5,6696,0,118333
5,595,1,113422
5,8957,1,114521
3,6202,0,102778
2,10257,1,111486
1,5920,0,100369
3,8526,1,114476
4,5300,1,117779
2,6322,1,105402
5,10067,0,107699
4,5955,1,101039
1,2365,0,119209
2,2601,1,116196
2,3415,0,115828
3,1053,1,109188
2,3628,0,115231
3,5257,0,101360
1,10775,1,117164
2,6961,1,113601
4,1060,1,116508
3,5636,1,101965
1,1812,0,106736
3,2726,1,101072
1,8713,0,106244
1,10764,0,116309
3,8808,0,117348
1,6382,1,112278
2,5770,0,101843
1,1244,1,107571
5,9988,0,111598
5,3206,0,100855
2,4810,0,100067
3,11429,0,100586
5,8388,0,112598
2,4075,1,103923
3,8011,0,116109
3,2840,1,103538
4,1879,0,103763
5,657,1,116229
5,10879,0,111173
3,8473,0,105783
5,6889,0,112503
3,11075,1,116209
1,9882,0,116063
3,3253,0,118464
2,8370,0,103618
2,1967,1,119667
2,6551,0,113088
2,4280,1,118048
5,8893,1,101072
5,6591,1,115913
2,8255,0,113921
2,9392,0,106358
5,8740,0,111780
2,2477,1,107083
3,3723,0,108958
1,2561,0,109611
4,6411,1,102398
5,11507,0,108250
3,6599,1,101540
3,8277,0,117334
2,9549,1,100630
2,1301,0,113089
3,10179,1,103310
3,5766,1,117172
3,11122,0,110990
2,4732,0,119845
1,4602,0,112793
4,7620,0,108708
2,8457,1,101794
3,4205,0,105474
5,6814,1,101547
5,1903,1,111834
5,1410,0,115592
3,3761,1,101573
5,3913,0,104498
4,7230,0,104820
3,8869,1,117066
3,7861,0,108073
5,11816,1,107868
5,8037,0,106105
1,8409,0,106158
1,6766,1,112386
3,9051,1,107105
4,5033,0,104234
1,6413,0,119932
5,2701,1,111208
3,723,0,101397
5,2619,1,109689
3,11412,1,106762
4,155,0,101195
5,2804,0,110361
5,7636,0,105407
2,4811,1,100928
2,9402,1,117609
3,8184,1,101486
5,4703,0,108861
1,8660,1,110583
5,7657,0,106572
3,2724,1,107836
2,2997,0,102228
4,10053,0,110546
1,9460,1,118268
4,11034,0,109611
5,4615,1,118030
1,9788,0,106249
1,8390,1,117127
4,6826,0,111654
5,9439,0,109561
1,2206,0,113434
1,7268,0,119589
2,2307,0,114907
2,5961,0,114149
2,8786,0,104363
5,7837,1,112106
1,5875,1,112439
2,2262,0,112052
3,4855,0,111859
1,7118,1,111353
2,4901,1,107432
4,846,1,101487
3,4573,1,119950
5,9885,1,118501
3,7414,1,115732
1,904,1,115655
1,11222,0,111895
2,5543,0,107950
3,5653,1,108734
4,10209,0,108604
4,4616,0,110864
3,9589,0,108344
4,6316,0,110499
5,10611,0,114617
2,3520,0,106221
2,6056,0,109133
2,2346,1,115756
3,5457,1,108808
4,1234,0,117500
2,1741,0,102135
5,9887,1,109285
4,8502,0,103536
4,7295,1,118510
5,3562,1,102709
2,7888,0,102118
3,8805,1,103722
1,6080,0,103711
2,6019,0,101991
5,976,1,106600
5,3297,0,115869
1,6554,0,102356
2,5601,0,119408
5,758,0,114027
3,6856,1,113511
2,6179,1,108015
5,11056,1,114089
2,598,1,106620
5,899,1,116069
4,8139,1,101852
1,2840,1,114502
3,2700,0,115773
3,4862,1,111172
1,10537,0,103084
1,3745,0,116338
2,5603,1,118849
5,11992,1,113201
2,912,0,116306
2,3111,0,102067
4,10666,0,101107
2,1873,0,102759
3,3744,1,116188
4,7115,1,107282
4,2227,0,106294
2,1477,0,111702
2,6205,1,105261
5,10086,1,101170
5,3743,1,119344
3,5898,1,102249
1,1947,1,113823
5,3094,0,118363
1,6830,0,105846
